团购名称,旅行内容,已购人数,旅游ID,价格/1人,团购网址,注意事项,目的地景点,去的方式,回来的方式,团购公司,团购发布来源,住宿条件,浏览的总个数
北京 6天5夜 跟团游,5晚6天【畅享双城】0购物0自费/游故宫+观升旗+登八达岭长城+颐和园+天津+火车票,62,3418622283,3601,https://touch.dujia.qunar.com/p/item/3418622283?date=2023-12-09&amp;tuId=PID3418622283T2841522393&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"天安门广场,天安门城楼,天安门端门,毛主席纪念堂,中国国家博物馆,故宫,紫禁城角楼,东南角楼,天坛公园,八达岭长城,鸟巢,水立方,颐和园,圆明园,圆明园狮子林,八达岭残长城,八达岭熊乐园,八达岭长城往返缆车,北京,天津,意式风情街,洋货市场,瓷房子,塘沽外滩游船",汽车去,汽车去,北京金马国际旅行社有限公司第一分社,爱尚旅途,5晚经济型住宿,全程游览18个景点
安顺 6天5夜 跟团游,惠游贵州-6日梵净山|29人封顶|西江千户苗寨+黄果树+小七孔+镇远古城+机票,0,4292967554,2910,https://touch.dujia.qunar.com/p/item/4292967554?date=2023-12-15&amp;tuId=PID4292967554G1779601482&amp;order_source=tts_tuan,建议至少在前5天的16:30分前预订,"贵阳,黄果树大瀑布,梵净山,西江千户苗寨,小七孔风景区,镇远",自理去,自理去,苏州逍游天下旅行社有限公司,乐赐狗旅行,2晚经济型住宿; 3晚舒适型住宿,全程游览21个景点
黔南 6天5夜 跟团游,奢?贵州6天|凯宾斯基+封顶12人|荔波小七孔+西江千户苗寨+梵净山+黄果树+机票,0,1011573538,4369,https://touch.dujia.qunar.com/p/item/1011573538?date=2023-12-14&amp;tuId=PID1011573538G1463551925&amp;order_source=tts_tuan,建议至少在前2天的16:30分前预订,"贵阳,黄果树大瀑布,梵净山,小七孔风景区,西江千户苗寨,镇远,荔波县,雷山县,安顺,铜仁,铜仁古城",自理去,自理去,苏州逍游天下旅行社有限公司,乐赐狗旅行,1晚舒适型住宿; 4晚豪华型住宿,全程游览23个景点
安顺 6天5夜 跟团游,黔贵6天|五钻酒店+12人小团|黄果树瀑布-梵净山-荔波小七孔-西江千户苗寨+火车票,0,3884568568,3911,https://touch.dujia.qunar.com/p/item/3884568568?date=2023-12-09&amp;tuId=PID3884568568T3220686372&amp;order_source=tts_tuan,建议至少在前3天的16:30分前预订,"贵阳,黄果树大瀑布,梵净山,小七孔风景区,西江千户苗寨,镇远,安顺,黔东南,铜仁",自理去,自理去,苏州逍游天下旅行社有限公司,乐赐狗旅行,1晚舒适型住宿; 4晚豪华型住宿,全程游览22个景点
黔南 6天5夜 跟团游,奢?贵州6天|凯宾斯基+封顶12人|荔波小七孔+西江千户苗寨+梵净山+黄果树+火车票,0,1011573538,3936,https://touch.dujia.qunar.com/p/item/1011573538?date=2023-12-14&amp;tuId=PID1011573538T343263023&amp;order_source=tts_tuan,建议至少在前2天的16:30分前预订,"贵阳,黄果树大瀑布,梵净山,小七孔风景区,西江千户苗寨,镇远,荔波县,雷山县,安顺,铜仁,铜仁古城",自理去,自理去,苏州逍游天下旅行社有限公司,乐赐狗旅行,1晚舒适型住宿; 4晚豪华型住宿,全程游览23个景点
安顺 6天5夜 跟团游,黔贵6天|五钻酒店+12人小团|黄果树瀑布-梵净山-荔波小七孔-西江千户苗寨+机票,0,3884568568,4238,https://touch.dujia.qunar.com/p/item/3884568568?date=2023-12-14&amp;tuId=PID3884568568G3885915285&amp;order_source=tts_tuan,建议至少在前3天的16:30分前预订,"贵阳,黄果树大瀑布,梵净山,小七孔风景区,西江千户苗寨,镇远,安顺,黔东南,铜仁",自理去,自理去,苏州逍游天下旅行社有限公司,乐赐狗旅行,1晚舒适型住宿; 4晚豪华型住宿,全程游览22个景点
黔南 6天5夜 跟团游,黔行贵州15人|4晚五钻酒店+1晚观景客栈|千户苗寨-小七孔-梵净山-黄果树+机票,1,2793758508,4134,https://touch.dujia.qunar.com/p/item/2793758508?date=2023-12-14&amp;tuId=PID2793758508G4039052572&amp;order_source=tts_tuan,建议至少在前3天的16:30分前预订,"贵阳,黄果树大瀑布,梵净山,小七孔风景区,西江千户苗寨,镇远,荔波县,镇远,雷山县,安顺,铜仁,铜仁古城",自理去,自理去,苏州逍游天下旅行社有限公司,乐赐狗旅行,1晚舒适型住宿; 4晚豪华型住宿,全程游览23个景点
黔南 6天5夜 跟团游,黔行贵州15人|4晚五钻酒店+1晚观景客栈|千户苗寨-小七孔-梵净山-黄果树+火车票,1,2793758508,3817,https://touch.dujia.qunar.com/p/item/2793758508?date=2023-12-09&amp;tuId=PID2793758508T1060277460&amp;order_source=tts_tuan,建议至少在前3天的16:30分前预订,"贵阳,黄果树大瀑布,梵净山,小七孔风景区,西江千户苗寨,镇远,荔波县,镇远,雷山县,安顺,铜仁,铜仁古城",自理去,自理去,苏州逍游天下旅行社有限公司,乐赐狗旅行,1晚舒适型住宿; 4晚豪华型住宿,全程游览23个景点
上海 6天5夜 跟团游,纯玩0购物华东5市6日?漫步西湖+乌镇东栅+城隍庙?中山陵秦淮+夜游周庄+火车票,0,3223508155,2846,https://touch.dujia.qunar.com/p/item/3223508155?date=2023-12-09&amp;tuId=PID3223508155T2908495787&amp;order_source=tts_tuan,建议至少在前2天的23:59分前预订,"南京,无锡,苏州,杭州,上海,夫子庙,秦淮河,夫子庙秦淮河风光带,鼋头渚,西湖,湖州,乌镇东栅,上海城隍庙,中山陵,西湖,耦园,外滩",自理去,自理去,北京乐橙国际旅行社有限公司,乐橙国际官方旗舰店,2晚经济型住宿; 3晚经济型住宿,全程游览9个景点
上海 6天5夜 跟团游,纯玩0购物华东5市6日?漫步西湖+乌镇东栅+城隍庙?中山陵秦淮+夜游周庄+机票,0,3223508155,2058,https://touch.dujia.qunar.com/p/item/3223508155?date=2023-12-13&amp;tuId=PID3223508155G373781648&amp;order_source=tts_tuan,建议至少在前2天的23:59分前预订,"南京,无锡,苏州,杭州,上海,夫子庙,秦淮河,夫子庙秦淮河风光带,鼋头渚,西湖,湖州,乌镇东栅,上海城隍庙,中山陵,西湖,耦园,外滩",自理去,自理去,北京乐橙国际旅行社有限公司,乐橙国际官方旗舰店,2晚经济型住宿; 3晚经济型住宿,全程游览9个景点
三亚 5天4夜 自由行,三亚5天4晚：哈曼度假酒店-行政港湾房『步行到海+打卡网红无边际泳池』自助双早+专车接送机服务+机票,0,1152891381,3095,https://touch.dujia.qunar.com/p/item/1152891381?date=2023-12-11&amp;tuId=PID1152891381G1349126704&amp;order_source=tts_tuan,建议至少在前2天的23:59分前预订,三亚,自理去,自理去,海南随心之旅旅行社有限公司,随心之旅,三亚哈曼度假酒店,空
三亚 5天4夜 自由行,三亚`5天4晚*大东海海湾精选＜山海天万豪酒店-逸景阁园景房＞双早+专车接送机+打卡网红后海村???♂?冲浪+机票,0,2277909782,4170,https://touch.dujia.qunar.com/p/item/2277909782?date=2023-12-18&amp;tuId=PID2277909782G3069260097&amp;order_source=tts_tuan,建议至少在前2天的23:59分前预订,三亚,自理去,自理去,海南随心之旅旅行社有限公司,随心之旅,三亚山海天JW万豪酒店,空
黔南 6天5夜 跟团游,尚行贵州6天15人|2晚凯宾斯基+西江三春里|千户苗寨+小七孔+梵净山+黄果+机票,1,1814377420,4446,https://touch.dujia.qunar.com/p/item/1814377420?date=2023-12-20&amp;tuId=PID1814377420G3009989617&amp;order_source=tts_tuan,建议至少在前3天的16:30分前预订,"贵阳,黄果树大瀑布,梵净山,小七孔风景区,西江千户苗寨,镇远,安顺,铜仁,荔波县,雷山县,铜仁古城",自理去,自理去,苏州逍游天下旅行社有限公司,乐赐狗旅行,5晚豪华型住宿,全程游览23个景点
黔南 6天5夜 跟团游,尚行贵州6天15人|2晚凯宾斯基+西江三春里|千户苗寨+小七孔+梵净山+黄果+火车票,1,1814377420,4064,https://touch.dujia.qunar.com/p/item/1814377420?date=2023-12-09&amp;tuId=PID1814377420T2762601637&amp;order_source=tts_tuan,建议至少在前3天的16:30分前预订,"贵阳,黄果树大瀑布,梵净山,小七孔风景区,西江千户苗寨,镇远,安顺,铜仁,荔波县,雷山县,铜仁古城",自理去,自理去,苏州逍游天下旅行社有限公司,乐赐狗旅行,5晚豪华型住宿,全程游览23个景点
厦门 5天4夜 自由行,超值热卖?厦门5天4晚自由行丨住五星海景房+鼓浪屿高端民宿+GL8专车接送+鼓浪屿船票丨赠一日游三选一+火车票,0,1612376090,2721,https://touch.dujia.qunar.com/p/item/1612376090?date=2023-12-09&amp;tuId=PID1612376090T1500358318&amp;order_source=tts_tuan,建议至少在前2天的22:30分前预订,"厦门,厦门大学,厦门万石植物园,胡里山炮台,中山路步行街,环岛路木栈道,鼓浪屿,思明区,曾厝垵,集美学村,南普陀寺,厦门科技馆,鼓浪屿,菽庄花园,日光岩,万国建筑博览",自理去,自理去,湖南省美度时光旅行社有限责任公司,美度度假中心,厦门帝元维多利亚大酒店(环岛路会展中心店); 鼓浪屿鼓疗度假酒店,空
厦门 4天3夜 自由行,英迪格酒店?海景房推窗见海+厦门4天3晚自由行丨GL8专车接送+英迪格下午茶丨赠植物园门票+旅拍+鼓浪屿日游+火车票,0,107799093,3107,https://touch.dujia.qunar.com/p/item/107799093?date=2023-12-09&amp;tuId=PID107799093T29090190&amp;order_source=tts_tuan,建议至少在前2天的22:30分前预订,"厦门,厦门大学,厦门万石植物园,胡里山炮台,中山路步行街,环岛路木栈道,鼓浪屿,思明区,曾厝垵,集美学村,南普陀寺,厦门科技馆",自理去,自理去,湖南省美度时光旅行社有限责任公司,美度度假中心,厦门海港英迪格酒店(中山路店),空
厦门 4天3夜 自由行,价格优惠?厦门4天3晚自由行ins网红民宿/曾厝垵?鼓浪屿高档岛内洋房+船票+火山岛/帆船出海/土楼/鱼骨沙洲4选1+火车票,0,1097633192,2063,https://touch.dujia.qunar.com/p/item/1097633192?date=2023-12-09&amp;tuId=PID1097633192T886383327&amp;order_source=tts_tuan,建议至少在前1天的23:00分前预订,"厦门,厦门大学,厦门科技馆,厦门老院子景区,鼓浪屿,鼓浪屿龙头路,鼓浪屿三一堂,厦门海底世界,曾厝垵,南普陀寺,集美学村,日光岩,万国建筑博览,中山路步行街,胡里山炮台,郑成功纪念馆,钢琴码头,钢琴博物馆,五缘湾,五缘湾湿地公园,厦门五缘湾帆船港,菽庄花园,毓园,厦门方特旅游区,厦门方特梦幻王国,厦门方特水上乐园,厦门方特东方神画,观音山,七彩环岛公路",空,空,湖南省美度时光旅行社有限责任公司,美度度假中心,鼓浪屿鼓疗度假酒店; 厦门迦逅·候舍客栈,空
厦门 4天3夜 跟团游,高档四钻酒店◆厦门鼓浪屿植物园胡里山炮台3晚4日私家小团?2-6人私家小团+机票,0,1002145352,2550,https://touch.dujia.qunar.com/p/item/1002145352?date=2023-12-09&amp;tuId=PID1002145352G1911038875&amp;order_source=tts_tuan,请在当天10:59之前预订,"鼓浪屿,鼓浪屿往返轮渡,鼓浪屿龙头路,厦门万石植物园,菽庄花园,胡里山炮台",汽车去,汽车去,厦门胡猫国际旅行社有限公司,胡猫旅游,3晚高档型住宿,全程游览16个景点
黔南 5天4夜 跟团游,"黄果树瀑布+荔波小七孔+西江千户苗寨纯玩五日游,体验长桌宴住观景客栈+火车票",0,1453171076,2222,https://touch.dujia.qunar.com/p/item/1453171076?date=2023-12-09&amp;tuId=PID1453171076T1911775108&amp;order_source=tts_tuan,建议至少在前1天的18:59分前预订,"贵阳,荔波县,小七孔风景区,西江千户苗寨,黄果树大瀑布,黄果树风景名胜区",汽车去,汽车去,哈尔滨市众游国际旅行社有限公司,飞猫旅游网,3晚经济型住宿; 1晚舒适型住宿,全程游览5个景点
黔南 5天4夜 跟团游,"黄果树瀑布+荔波小七孔+西江千户苗寨纯玩五日游,体验长桌宴住普通客栈+火车票",0,2636795662,1922,https://touch.dujia.qunar.com/p/item/2636795662?date=2023-12-09&amp;tuId=PID2636795662T880752272&amp;order_source=tts_tuan,建议至少在前1天的18:59分前预订,"贵阳,荔波县,小七孔风景区,西江千户苗寨,黄果树大瀑布,黄果树风景名胜区",汽车去,汽车去,哈尔滨市众游国际旅行社有限公司,飞猫旅游网,4晚经济型住宿,全程游览5个景点
黔南 5天4夜 跟团游,"黄果树瀑布+荔波小七孔+西江千户苗寨纯玩五日游,体验长桌宴住普通客栈+机票",0,2636795662,2614,https://touch.dujia.qunar.com/p/item/2636795662?date=2023-12-11&amp;tuId=PID2636795662G3279983959&amp;order_source=tts_tuan,建议至少在前1天的18:59分前预订,"贵阳,荔波县,小七孔风景区,西江千户苗寨,黄果树大瀑布,黄果树风景名胜区",汽车去,汽车去,哈尔滨市众游国际旅行社有限公司,飞猫旅游网,4晚经济型住宿,全程游览5个景点
黔南 5天4夜 跟团游,"黄果树瀑布+荔波小七孔+西江千户苗寨纯玩五日游,体验长桌宴住观景客栈+机票",0,1453171076,2561,https://touch.dujia.qunar.com/p/item/1453171076?date=2023-12-10&amp;tuId=PID1453171076G580283373&amp;order_source=tts_tuan,建议至少在前1天的18:59分前预订,"贵阳,荔波县,小七孔风景区,西江千户苗寨,黄果树大瀑布,黄果树风景名胜区",汽车去,汽车去,哈尔滨市众游国际旅行社有限公司,飞猫旅游网,3晚经济型住宿; 1晚舒适型住宿,全程游览5个景点
杭州 4天3夜 跟团游,纯玩+横店影视城+秦王宫+明清宫苑+千岛湖游船+森林氧吧 4日游~接送机/站+机票,0,3498227941,2714,https://touch.dujia.qunar.com/p/item/3498227941?date=2024-03-01&amp;tuId=PID3498227941G1177563058&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"横店影视城,横店明清宫苑,横店秦王宫拍摄基地,广州街香港街影视拍摄基地,千岛湖,千岛湖游船,千岛湖桂花岛,森林氧吧",汽车去,汽车去,安徽曦锦旅行社有限公司,伊品江南游,3晚经济型住宿,全程游览11个景点
黔南 5天4夜 跟团游,20人内团2+1头等舱 五钻酒店 黄果树大瀑布+荔波+西江+青岩古镇5日4晚+机票,0,481259153,2972,https://touch.dujia.qunar.com/p/item/481259153?date=2023-12-10&amp;tuId=PID481259153G3293720784&amp;order_source=tts_tuan,建议至少在前1天的19:59分前预订,"黄果树大瀑布,荔波县,西江千户苗寨",汽车去,汽车去,哈尔滨中国旅行社有限责任公司九程分公司,九程旅行,1晚高档型住宿; 3晚豪华型住宿,全程游览6个景点
黔南 5天4夜 跟团游,夜宿商务酒店 贵阳+黄果树+荔波+西江+青岩古镇5日4晚跟团游 免费接送+机票,0,3272932950,2342,https://touch.dujia.qunar.com/p/item/3272932950?date=2023-12-10&amp;tuId=PID3272932950G3973835932&amp;order_source=tts_tuan,建议至少在前1天的19:59分前预订,"黄果树大瀑布,荔波县,西江千户苗寨",汽车去,汽车去,哈尔滨中国旅行社有限责任公司九程分公司,九程旅行,1晚经济型住宿; 3晚舒适型住宿,全程游览6个景点
黔南 6天5夜 跟团游,"2人起订一单一团,黄果树+小七孔+西江千户苗寨+镇远古镇+梵净山纯玩六日游+火车票",0,3790086712,5222,https://touch.dujia.qunar.com/p/item/3790086712?date=2023-12-09&amp;tuId=PID3790086712T3190940757&amp;order_source=tts_tuan,建议至少在前1天的18:59分前预订,"贵阳,黄果树风景名胜区,安顺,陡坡塘瀑布,天星桥,黄果树大瀑布,荔波县,小七孔风景区,西江千户苗寨,黔东南,黔南,镇远,梵净山,铜仁",汽车去,汽车去,哈尔滨市众游国际旅行社有限公司,飞猫旅游网,5晚高档型住宿,全程游览7个景点
黔南 6天5夜 跟团游,"2人起订一单一团,黄果树+小七孔+西江千户苗寨+镇远古镇+梵净山纯玩六日游+机票",0,3790086712,6208,https://touch.dujia.qunar.com/p/item/3790086712?date=2023-12-13&amp;tuId=PID3790086712G1503536612&amp;order_source=tts_tuan,建议至少在前1天的18:59分前预订,"贵阳,黄果树风景名胜区,安顺,陡坡塘瀑布,天星桥,黄果树大瀑布,荔波县,小七孔风景区,西江千户苗寨,黔东南,黔南,镇远,梵净山,铜仁",汽车去,汽车去,哈尔滨市众游国际旅行社有限公司,飞猫旅游网,5晚高档型住宿,全程游览7个景点
北京 6天5夜 跟团游,奢游京津双城四钻酒店连住+故宫3H深度游+北京烤鸭+专车专导+赠乘船出海+机票,6377,4078825398,4764,https://touch.dujia.qunar.com/p/item/4078825398?date=2023-12-16&amp;tuId=PID4078825398G4180467325&amp;order_source=tts_tuan,建议至少在前3天的12:00分前预订,"北京,天安门广场,故宫,毛主席纪念堂,八达岭长城,颐和园,天坛公园,什刹海,奥林匹克公园,鸟巢,水立方,前门大街,人民英雄纪念碑,后海,天津,意式风情街,天津古文化街,塘沽外滩游船,洋货市场,周恩来邓颖超纪念馆,瓷房子,恭王府",自理去,自理去,云南吾乐国际旅行社有限公司,嘉宾旅业旗舰店,5晚高档型住宿,全程游览18个景点
厦门 4天3夜 跟团游,厦门+鼓浪屿+南普陀寺+集美学村4天3晚·渔趣赶海体验+升级海鲜特色餐+南普陀寺祈福+曾厝垵+港仔后沙滩漫步+七彩环岛路+火车票,35,1390975898,1621,https://touch.dujia.qunar.com/p/item/1390975898?date=2023-12-09&amp;tuId=PID1390975898T1603538253&amp;order_source=tts_tuan,请在当天23:59之前预订,"厦门,厦门科技馆,厦门大学,福建,南普陀寺,南普陀寺钟楼,鼓浪屿,演武大桥,毓园,港仔后海滨浴场,曾厝垵,集美学村,黄金海岸环岛路,龙岩园,最美转角,菽庄花园,鼓浪屿,鼓浪屿往返轮渡,钢琴博物馆",自理去,自理去,重庆途鸥国际旅行社有限公司,乐游国旅旗舰店,3晚经济型住宿,全程游览14个景点
黔南 5天4夜 跟团游,0自费贵州5天?安顺四星温泉+西江特色客栈丨荔波小七孔-水上森林-拉雅瀑布+黄果树瀑布+西江千户苗寨+藤甲部落/天河潭,0,3995261050,1370,"//dujia.qunar.com/pi/detail_69306820?vendor=%E6%A0%91%E8%A2%8B%E7%86%8A%E5%81%87%E6%9C%9F&amp;function=%E8%B7%9F%E5%9B%A2%E6%B8%B8&amp;departure=%E5%B9%BF%E5%B7%9E&amp;arrive=%E9%BB%94%E5%8D%97%2C%E9%BB%94%E4%B8%9C%E5%8D%97%2C%E5%AE%89%E9%A1%BA%2C%E8%B4%B5%E9%98%B3%2C%E8%B4%B5%E5%B7%9E%2C%E8%A5%BF%E5%8D%97%2C%E4%B8%8B%E5%8F%B8%E5%8F%A4%E9%95%87%2C%E5%A4%A9%E6%98%9F%E6%A1%A5%2C%E8%A5%BF%E6%B1%9F%E5%8D%83%E6%88%B7%E8%8B%97%E5%AF%A8%2C%E9%BB%84%E6%9E%9C%E6%A0%91%E9%A3%8E%E6%99%AF%E5%90%8D%E8%83%9C%E5%8C%BA&amp;ttsRouteType=%E5%9B%BD%E5%86%85%E6%B8%B8&amp;filterDate=2023-12-11,2023-12-11&amp;order_source=tts_tuan",建议至少在前1天的16:00分前预订,贵阳、安顺、黔东南、黔南、贵州,飞机去,飞机回,敦煌树袋熊国际旅行社有限公司,树袋熊假期,经济型/舒适型酒店,约20个景点（约含1个经典景点)
桂林 5天4夜 跟团游,吊脚楼上看日出林黄洛瑶寨漓江遇龙河芦笛岩象鼻山阳朔西街五天四晚跟团游小江版+火车票,0,882297846,1512,https://touch.dujia.qunar.com/p/item/882297846?date=2023-12-13&amp;tuId=PID882297846T2095126668&amp;order_source=tts_tuan,建议至少在前2天的23:59分前预订,桂林,自理去,自理去,宝龙国际旅行社有限公司西海岸分公司,宝龙国际旗舰店,2晚经济型住宿; 2晚舒适型住宿,全程游览12个景点
桂林 3天2夜 跟团游,桂林漓江银子岩遇龙河象鼻山阳朔西街十里画廊兴坪古镇3天2晚跟团游+火车票,0,2667192780,1125,https://touch.dujia.qunar.com/p/item/2667192780?date=2023-12-09&amp;tuId=PID2667192780T3874631644&amp;order_source=tts_tuan,建议至少在前2天的23:59分前预订,桂林,自理去,自理去,宝龙国际旅行社有限公司西海岸分公司,宝龙国际旗舰店,1晚舒适型住宿; 1晚高档型住宿,全程游览11个景点
桂林 4天3夜 跟团游,桂林龙脊梯田黄洛瑶寨漓江银子岩象鼻山十里画廊4天3晚跟团游+火车票,0,3771086427,1384,https://touch.dujia.qunar.com/p/item/3771086427?date=2023-12-11&amp;tuId=PID3771086427T1558130451&amp;order_source=tts_tuan,建议至少在前2天的23:59分前预订,桂林,自理去,自理去,宝龙国际旅行社有限公司西海岸分公司,宝龙国际旗舰店,1晚经济型住宿; 1晚舒适型住宿; 1晚高档型住宿,全程游览13个景点
桂林 3天2夜 跟团游,桂林漓江遇龙河十里画廊芦笛岩象鼻山阳朔西街兴坪古镇三天两晚跟团游+火车票,0,376503416,937,https://touch.dujia.qunar.com/p/item/376503416?date=2023-12-09&amp;tuId=PID376503416T3842164281&amp;order_source=tts_tuan,请在当天23:59之前预订,桂林,自理去,自理去,宝龙国际旅行社有限公司西海岸分公司,宝龙国际旗舰店,1晚经济型住宿; 1晚舒适型住宿,全程游览11个景点
桂林 4天3夜 跟团游,桂林漓江风光银子岩遇龙河象鼻山十里画廊阳朔西街4天3晚跟团游+火车票,0,837609566,1843,https://touch.dujia.qunar.com/p/item/837609566?date=2023-12-11&amp;tuId=PID837609566T394054062&amp;order_source=tts_tuan,建议至少在前2天的23:59分前预订,桂林,自理去,自理去,宝龙国际旅行社有限公司西海岸分公司,宝龙国际旗舰店,1晚经济型住宿; 2晚舒适型住宿,全程游览12个景点
桂林 4天3夜 跟团游,桂林漓江银子岩象鼻山十里画廊兴坪古镇阳朔西街4天3晚跟团游+火车票,4,453164748,1313,https://touch.dujia.qunar.com/p/item/453164748?date=2023-12-09&amp;tuId=PID453164748T3848390346&amp;order_source=tts_tuan,建议至少在1个工作日前预订,桂林,自理去,自理去,宝龙国际旅行社有限公司西海岸分公司,宝龙国际旗舰店,1晚经济型住宿; 1晚舒适型住宿; 1晚高档型住宿,全程游览12个景点
厦门 4天3夜 跟团游,厦门+鼓浪屿+南普陀寺+集美学村4天3晚·渔趣赶海体验+升级海鲜特色餐+南普陀寺祈福+曾厝垵+港仔后沙滩漫步+七彩环岛路+机票,35,1390975898,2051,https://touch.dujia.qunar.com/p/item/1390975898?date=2023-12-09&amp;tuId=PID1390975898G2454766851&amp;order_source=tts_tuan,请在当天23:59之前预订,"厦门,厦门科技馆,厦门大学,福建,南普陀寺,南普陀寺钟楼,鼓浪屿,演武大桥,毓园,港仔后海滨浴场,曾厝垵,集美学村,黄金海岸环岛路,龙岩园,最美转角,菽庄花园,鼓浪屿,鼓浪屿往返轮渡,钢琴博物馆",自理去,自理去,重庆途鸥国际旅行社有限公司,乐游国旅旗舰店,3晚经济型住宿,全程游览14个景点
桂林 4天3夜 跟团游,遇龙河竹筏漂流?纯玩桂林阳朔漓江4日?船游兴坪漓江/古东瀑布群/十里画廊+火车票,0,3380365280,1400,https://touch.dujia.qunar.com/p/item/3380365280?date=2023-12-09&amp;tuId=PID3380365280T3802705800&amp;order_source=tts_tuan,建议至少在前1天的23:00分前预订,"阳朔,漓江,西街,象鼻山,遇龙河,广西,桂林,荔浦县,灵川县,秀峰区,象山区,叠彩区,七星区,银子岩,漓江古东,雁山区",自理去,自理去,四川全球通国际旅行社股份公司武侯区第二分社,四川全球通官方旗舰店,3晚经济型住宿,全程游览13个景点
安顺 5天4夜 跟团游,1单1团：贵州纯玩五日游--黄果树大瀑布+荔波大小七孔+西江千户苗寨+青岩古镇+火车票,0,2691095831,4141,https://touch.dujia.qunar.com/p/item/2691095831?date=2023-12-09&amp;tuId=PID2691095831T62993628&amp;order_source=tts_tuan,建议至少在前1天的12:00分前预订,"安顺,黔东南,黔南",汽车去,汽车去,贵州黔景乐游旅行社有限公司,黔景乐游,3晚高档型住宿; 1晚豪华型住宿,全程游览7个景点
桂林 7天6夜 跟团游,秘境山海?广西桂林+阳朔+漓江风景名胜区+北海+涠洲岛7日6晚跟团游+机票,0,1586566196,4397,https://touch.dujia.qunar.com/p/item/1586566196?date=2023-12-18&amp;tuId=PID1586566196G2495077079&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"桂林,北海",邮轮去,邮轮去,东兴海之旅国际旅行社有限公司北海分公司,优品旅游网,6晚高档型住宿,全程游览21个景点
厦门 5天4夜 跟团游,纯玩0购物！赶海体验！厦门舒适游5天4晚（鼓浪屿+胡里山炮台+帆船出海）+机票,0,441062609,2532,https://touch.dujia.qunar.com/p/item/441062609?date=2023-12-09&amp;tuId=PID441062609G2355221471&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"厦门,南普陀寺,鼓浪屿,万国建筑博览,毓园,胡里山炮台,曾厝垵,归来堂",自理去,自理去,黑龙江省傲森国际旅行社有限公司,国旅VIP服务中心,4晚经济型住宿,全程游览11个景点
天津 6天5夜 跟团游,北京+天津6日┃双城记?茶馆相声?乘船出海?逛故宫?登长城?商务酒店?接送机+机票,10,1913933287,3033,https://touch.dujia.qunar.com/p/item/1913933287?date=2023-12-16&amp;tuId=PID1913933287G3272051253&amp;order_source=tts_tuan,建议至少在前1天的22:00分前预订,"北京,故宫,恭王府,八达岭长城,颐和园,天坛公园,圆明园,瓷房子,天津古文化街,海河外滩公园",自理去,自理去,北京港青旅国际旅行社有限公司,港青旅-旅游旗舰店,5晚舒适型住宿,全程游览37个景点
桂林 5天4夜 跟团游,桂林5天4晚 ?住龙脊特色吊脚楼+船游夜四湖+遇龙河竹筏漂流+梯田观日出+火车票,83,2493463640,1711,https://touch.dujia.qunar.com/p/item/2493463640?date=2023-12-09&amp;tuId=PID2493463640T863743334&amp;order_source=tts_tuan,建议至少在前1天的20:00分前预订,"桂林,阳朔,龙脊梯田",自理去,自理去,黑龙江国之旅游有限公司广东第二分公司,国之旅广东第二分公司,2晚经济型住宿; 2晚高档型住宿,全程游览16个景点
厦门 3天2夜 跟团游,【解锁厦门 3天】?住五星铂尔曼酒店｜鼓浪屿下午茶｜龙虾鲍鱼海鲜16人小团+火车票,0,2208191942,2090,https://touch.dujia.qunar.com/p/item/2208191942?date=2023-12-10&amp;tuId=PID2208191942T4080458752&amp;order_source=tts_tuan,请在当天23:59之前预订,"厦门,沙坡尾,鼓浪屿,南普陀寺,曾厝垵,环岛路海滩",自理去,自理去,广西逍遥游国际旅行社有限责任公司,逍遥游国际旅行,2晚豪华型住宿,全程游览15个景点
厦门 3天2夜 跟团游,【解锁厦门 3天】?住五星铂尔曼酒店｜鼓浪屿下午茶｜龙虾鲍鱼海鲜16人小团+机票,0,2208191942,2520,https://touch.dujia.qunar.com/p/item/2208191942?date=2023-12-09&amp;tuId=PID2208191942G670529404&amp;order_source=tts_tuan,请在当天23:59之前预订,"厦门,沙坡尾,鼓浪屿,南普陀寺,曾厝垵,环岛路海滩",自理去,自理去,广西逍遥游国际旅行社有限责任公司,逍遥游国际旅行,2晚豪华型住宿,全程游览15个景点
厦门 4天3夜 跟团游,?【解锁厦门4天】?五星铂尔曼酒店｜鼓浪屿下午茶｜龙虾鲍鱼海鲜16人小团+火车票,0,1686432721,2390,https://touch.dujia.qunar.com/p/item/1686432721?date=2023-12-10&amp;tuId=PID1686432721T1046847253&amp;order_source=tts_tuan,请在当天23:59之前预订,"厦门,沙坡尾,鼓浪屿,南普陀寺,曾厝垵,环岛路海滩",自理去,自理去,广西逍遥游国际旅行社有限责任公司,逍遥游国际旅行,3晚豪华型住宿,全程游览21个景点
